timestamp,vehicle_id,packet_size,e2e_delay,service_time
60.8440028692,10.0.0.1,1074,0.0000009372,0.056103
60.943002874,10.0.0.1,1076,0.0000009388,0.0726156
61.1790025068,10.0.0.3,923,0.0000008164,0.162131
61.3640020652,10.0.0.3,739,0.0000006692,0.0121694
61.6200031092,10.0.0.3,1174,0.0000010172,0.178676
61.7460027204,10.0.0.1,1012,0.0000008876,0.110162
61.8150025356,10.0.0.3,935,0.000000826,0.0903103
61.933002946,10.0.0.1,1106,0.0000009628,0.0772988
61.975002826,10.0.0.3,1056,0.0000009228,0.0536791
61.9760027828,10.0.0.2,1038,0.0000009084,0.508151
61.9940025188,10.0.0.3,928,0.0000008204,0.0471956
62.030002778,10.0.0.3,1036,0.0000009068,0.101579
62.2270029868,10.0.0.1,1123,0.0000009764,0.430981
62.2840029244,10.0.0.3,1097,0.0000009556,0.0309351
62.363002742,10.0.0.2,1021,0.0000008948,0.00875628
62.3630040044,10.0.0.2,1183,0.0000010244,0.0406687
62.4270028212,10.0.0.3,1054,0.0000009212,0.238034
62.5120026484,10.0.0.3,982,0.0000008636,0.175497
62.542002478,10.0.0.2,911,0.0000008068,0.00170836
62.5430026772,10.0.0.1,994,0.0000008732,0.281811
62.6760028596,10.0.0.1,1070,0.000000934,0.0333047
62.7130028668,10.0.0.3,1073,0.0000009364,0.301772
62.8970029436,10.0.0.2,1105,0.000000962,0.0633642
62.9220025332,10.0.0.2,934,0.0000008252,0.0999315
62.9820027612,10.0.0.2,1029,0.0000009012,0.110581
63.0290025812,10.0.0.3,954,0.0000008412,0.292185
63.059002994,10.0.0.1,1126,0.0000009788,0.0843055
63.1800029196,10.0.0.3,1095,0.000000954,0.0497833
63.2490030516,10.0.0.2,1150,0.000000998,0.228219
63.4180027108,10.0.0.2,1008,0.0000008844,0.0968946
63.4950024612,10.0.0.2,904,0.0000008012,0.0719285
63.6170026724,10.0.0.2,992,0.0000008716,0.285359
63.6300024708,10.0.0.1,908,0.0000008044,0.283581
63.8330024636,10.0.0.3,905,0.000000802,0.00669524
63.9250024228,10.0.0.2,888,0.0000007884,0.0970531
63.9700030132,10.0.0.3,1134,0.0000009852,0.12856
64.0410024132,10.0.0.2,884,0.0000007852,0.000730548
64.064002346,10.0.0.2,856,0.0000007628,0.382769
64.1280027324,10.0.0.2,1017,0.0000008916,0.0204504
64.1300025452,10.0.0.1,939,0.0000008292,0.134498
64.1410025548,10.0.0.1,943,0.0000008324,0.178722
64.2900030252,10.0.0.1,1139,0.0000009892,0.0977439
64.4790027876,10.0.0.2,1040,0.00000091,0.0292838
64.5250029652,10.0.0.1,1114,0.0000009692,0.0248735
64.549002778,10.0.0.3,1036,0.0000009068,0.297725
64.601003078,10.0.0.3,1161,0.0000010068,0.01641
64.6440025788,10.0.0.1,953,0.0000008404,0.552272
64.6440037268,10.0.0.1,1090,0.00000095,0.245634
64.6530030492,10.0.0.3,1149,0.0000009972,0.362906
64.7240027036,10.0.0.1,1005,0.000000882,0.0966897
65.147002838,10.0.0.1,1061,0.0000009268,0.212504
65.3890028884,10.0.0.2,1082,0.0000009436,0.11915
65.3890036804,10.0.0.2,955,0.0000009148,0.150908
65.6930027252,10.0.0.1,1014,0.0000008892,0.123044
65.8430026652,10.0.0.2,989,0.0000008692,0.00627427
66.1620028428,10.0.0.1,1063,0.0000009284,0.0353395
66.1870024444,10.0.0.3,897,0.0000007956,0.220278
66.3400031068,10.0.0.1,1173,0.0000010164,0.0293435
66.3610028116,10.0.0.3,1050,0.000000918,0.0239419
66.3810029028,10.0.0.3,1088,0.0000009484,0.0289621
66.5810028332,10.0.0.2,1059,0.0000009252,0.117761
66.5850027468,10.0.0.3,1023,0.0000008964,0.765297
66.6230027972,10.0.0.1,1044,0.0000009132,0.365727
66.8820029484,10.0.0.2,1107,0.0000009636,0.147126
66.9470030084,10.0.0.2,1132,0.0000009836,0.0189843
67.0770026196,10.0.0.1,970,0.000000854,0.371575
67.3770025524,10.0.0.1,942,0.0000008316,0.000210856
67.4670027012,10.0.0.1,1004,0.0000008812,0.0321964
67.5380029388,10.0.0.1,1103,0.0000009604,0.0394713
67.9140027732,10.0.0.1,1034,0.0000009052,0.0741848
67.9290029652,10.0.0.2,1114,0.0000009692,0.360974
68.004002538,10.0.0.2,936,0.0000008268,0.0203337
68.3630025596,10.0.0.2,945,0.000000834,0.0331187
68.62900261,10.0.0.3,966,0.0000008508,0.425053
69.0030022692,10.0.0.2,824,0.0000007372,0.0300695
69.1000029916,10.0.0.1,1125,0.000000978,0.192933
69.2570028764,10.0.0.2,1077,0.0000009396,0.253174
69.4420031428,10.0.0.1,1188,0.0000010284,0.00334868
69.563002814,10.0.0.1,1051,0.0000009188,0.00563148
69.588002622,10.0.0.3,971,0.0000008548,0.184649
69.6240030972,10.0.0.1,1169,0.0000010132,0.0230485
70.0690029916,10.0.0.2,1125,0.000000978,0.0352965
70.1530030516,10.0.0.2,1150,0.000000998,0.103382
70.2700025188,10.0.0.1,928,0.0000008204,0.00889946
70.30400249,10.0.0.1,916,0.0000008108,0.00813724
70.3910027324,10.0.0.1,1017,0.0000008916,0.00456369
70.6870028356,10.0.0.3,1060,0.000000926,0.197592
70.8270028548,10.0.0.1,1068,0.0000009324,0.132563
70.8910030588,10.0.0.2,1153,0.0000010004,0.175376
70.9610023988,10.0.0.1,878,0.0000007804,0.201142
71.0440023724,10.0.0.1,867,0.0000007716,0.0521917
71.1470031788,10.0.0.3,1203,0.0000010404,0.100408
71.4440028764,10.0.0.3,1077,0.0000009396,0.121344
71.4850023532,10.0.0.1,859,0.0000007652,0.244112
71.4890028596,10.0.0.2,1070,0.000000934,0.160707
71.5980028452,10.0.0.1,1064,0.0000009292,0.676062
71.6070026436,10.0.0.3,980,0.000000862,0.0923568
71.6310028764,10.0.0.3,1077,0.0000009396,0.0872604
71.7370024804,10.0.0.3,912,0.0000008076,0.0315201
71.8090027036,10.0.0.1,1005,0.000000882,0.0279196
72.1630025884,10.0.0.1,957,0.0000008436,0.106328
72.4770023868,10.0.0.1,873,0.0000007764,0.0851321
72.5590027396,10.0.0.2,1020,0.000000894,0.00328673
72.5590038092,10.0.0.2,1102,0.0000009596,0.133075
72.6390026772,10.0.0.2,994,0.0000008732,0.0470187
72.8730028284,10.0.0.2,1057,0.0000009236,0.184815
72.9530027372,10.0.0.3,1019,0.0000008932,0.0572278
73.0710024852,10.0.0.1,914,0.0000008092,0.26154
73.1420028044,10.0.0.2,1047,0.0000009156,0.204546
73.3820025452,10.0.0.3,939,0.0000008292,0.0183258
73.7220027468,10.0.0.2,1023,0.0000008964,0.0159216
74.024002646,10.0.0.1,981,0.0000008628,0.0462071
74.1930024804,10.0.0.2,912,0.0000008076,0.112208
74.3610026268,10.0.0.2,973,0.0000008564,0.251676
74.5120025884,10.0.0.1,957,0.0000008436,0.228535
74.591002586,10.0.0.3,956,0.0000008428,0.0461126
74.6280029364,10.0.0.1,1102,0.0000009596,0.102838
74.8320029604,10.0.0.3,1112,0.0000009676,0.146299
74.912003438,10.0.0.1,1311,0.0000011268,1.50815
74.9740024948,10.0.0.1,918,0.0000008124,0.00393134
75.029002322,10.0.0.3,846,0.0000007548,0.104987
75.1860027804,10.0.0.2,1037,0.0000009076,0.0985378
75.4360029436,10.0.0.3,1105,0.000000962,0.473002
75.5190030516,10.0.0.1,1150,0.000000998,0.0312571
75.5780026508,10.0.0.1,983,0.0000008644,0.0183255
75.622002622,10.0.0.1,971,0.0000008548,0.0713533
75.6360029604,10.0.0.2,1112,0.0000009676,0.453432
75.8300028068,10.0.0.1,1048,0.0000009164,0.669093
75.8580026124,10.0.0.3,967,0.0000008516,0.00819861
75.9080026292,10.0.0.2,974,0.0000008572,0.273556
75.9400026436,10.0.0.2,980,0.000000862,0.495797
75.9980028236,10.0.0.1,1055,0.000000922,0.0615299
76.1800026868,10.0.0.3,998,0.0000008764,0.0842603
76.2640026988,10.0.0.1,1003,0.0000008804,0.315401
76.4400026676,10.0.0.1,990,0.00000087,0.0961023
76.6670030132,10.0.0.2,1134,0.0000009852,0.169749
76.6780027612,10.0.0.1,1029,0.0000009012,0.0908306
76.92700279,10.0.0.3,1041,0.0000009108,0.0626819
77.1810027564,10.0.0.3,1027,0.0000008996,0.17129
77.1810037572,10.0.0.3,1078,0.0000009404,0.10078
77.2320029724,10.0.0.3,1117,0.0000009716,0.0730214
77.34600243,10.0.0.2,891,0.0000007908,0.18398
77.5040031428,10.0.0.1,1188,0.0000010284,0.243062
77.5160025764,10.0.0.3,952,0.0000008396,0.0653423
77.5770021276,10.0.0.2,765,0.00000069,0.114506
77.6330026076,10.0.0.2,965,0.00000085,0.000946119
77.6530029628,10.0.0.2,1113,0.0000009684,0.0439554
77.7080021276,10.0.0.3,765,0.00000069,0.108074
77.7480025236,10.0.0.2,930,0.000000822,0.107636
77.8270032436,10.0.0.3,1230,0.000001062,0.146729
77.846002634,10.0.0.3,976,0.0000008588,0.0502811
78.0490032052,10.0.0.1,1214,0.0000010492,0.66524
78.3220029172,10.0.0.1,1094,0.0000009532,0.130909
78.3600024372,10.0.0.2,894,0.0000007932,0.544831
78.4760029628,10.0.0.2,1113,0.0000009684,0.347181
78.5890025812,10.0.0.1,954,0.0000008412,0.0929168
78.6490025548,10.0.0.2,943,0.0000008324,0.265469
78.8660027012,10.0.0.1,1004,0.0000008812,0.0792393
78.9130031572,10.0.0.1,1194,0.0000010332,0.034624
79.1020027156,10.0.0.3,1010,0.000000886,0.132439
79.1160028044,10.0.0.3,1047,0.0000009156,0.221505
79.333002682,10.0.0.1,996,0.0000008748,0.149495
79.428003222,10.0.0.2,1221,0.0000010548,0.441727
79.5550030516,10.0.0.3,1150,0.000000998,0.00072519
79.635002754,10.0.0.2,1026,0.0000008988,0.27747
79.716003078,10.0.0.2,1161,0.0000010068,0.147739
80.039002622,10.0.0.3,971,0.0000008548,0.0861039
80.1260032556,10.0.0.3,1235,0.000001066,0.134441
80.1270025788,10.0.0.2,953,0.0000008404,0.019334
80.363002538,10.0.0.2,936,0.0000008268,0.403101
80.3690029724,10.0.0.3,1117,0.0000009716,0.0201756
80.4370028716,10.0.0.3,1075,0.000000938,0.487606
80.49400261,10.0.0.1,966,0.0000008508,0.197283
80.7940030156,10.0.0.1,1135,0.000000986,0.0923887
80.8120026484,10.0.0.3,982,0.0000008636,0.177891
80.8210028692,10.0.0.2,1074,0.0000009372,0.20289
81.2220026556,10.0.0.1,985,0.000000866,0.210009
81.3950026268,10.0.0.3,973,0.0000008564,0.0254695
81.921003114,10.0.0.2,1176,0.0000010188,0.0710452
81.9540023364,10.0.0.2,852,0.0000007596,0.286356
82.0900024612,10.0.0.2,904,0.0000008012,0.0158608
82.2120028764,10.0.0.1,1077,0.0000009396,0.0323733
82.3100026316,10.0.0.2,975,0.000000858,0.0918564
82.3400027276,10.0.0.3,1015,0.00000089,0.011568
82.3710026028,10.0.0.2,963,0.0000008484,0.351328
82.3770028596,10.0.0.3,1070,0.000000934,0.170127
82.4620031332,10.0.0.1,1184,0.0000010252,0.0114974
82.4780027756,10.0.0.2,1035,0.000000906,0.175099
82.646002754,10.0.0.1,1026,0.0000008988,0.125043
82.7170024804,10.0.0.2,912,0.0000008076,0.0766048
82.7720029292,10.0.0.3,1099,0.0000009572,0.0637234
82.8180025428,10.0.0.2,938,0.0000008284,0.0993657
82.9340028524,10.0.0.3,1067,0.0000009316,0.0747753
82.9750025764,10.0.0.2,952,0.0000008396,0.0833096
82.9830027876,10.0.0.3,1040,0.00000091,0.0427123
83.0730029052,10.0.0.1,1089,0.0000009492,0.108314
83.0810025476,10.0.0.2,940,0.00000083,0.0678675
83.1510028764,10.0.0.2,1077,0.0000009396,0.00274563
83.2840026412,10.0.0.2,979,0.0000008612,0.228807
83.3210025764,10.0.0.2,952,0.0000008396,0.0275756
83.340002538,10.0.0.2,936,0.0000008268,0.0344501
83.3800028428,10.0.0.3,1063,0.0000009284,0.0706496
83.4900030084,10.0.0.3,1132,0.0000009836,0.133917
83.6580031644,10.0.0.3,1197,0.0000010356,0.0741674
83.69900267,10.0.0.2,991,0.0000008708,0.0235509
83.8020025356,10.0.0.3,935,0.000000826,0.356682
83.8130027012,10.0.0.3,1004,0.0000008812,0.216655
83.8300023772,10.0.0.3,869,0.0000007732,0.11637
83.9120026556,10.0.0.2,985,0.000000866,0.0889892
83.917002922,10.0.0.3,1096,0.0000009548,0.0542392
83.9390032628,10.0.0.2,1238,0.0000010684,0.211571
83.98200225,10.0.0.2,816,0.0000007308,0.0472005
83.9830026556,10.0.0.1,985,0.000000866,0.0329177
84.0230026388,10.0.0.3,978,0.0000008604,0.044448
84.505002922,10.0.0.1,1096,0.0000009548,0.100936
84.8180029196,10.0.0.1,1095,0.000000954,0.0171843
84.8730028428,10.0.0.2,1063,0.0000009284,0.00174866
84.973002778,10.0.0.3,1036,0.0000009068,0.00244207
85.0370024276,10.0.0.2,890,0.00000079,0.113163
85.0460025284,10.0.0.1,932,0.0000008236,0.449746
85.2230029364,10.0.0.1,1102,0.0000009596,0.035578
85.5650029076,10.0.0.1,1090,0.00000095,0.0501665
85.6910026172,10.0.0.2,969,0.0000008532,0.124203
85.7570022164,10.0.0.3,802,0.0000007196,1.10012
85.8240027036,10.0.0.3,1005,0.000000882,0.0194473
86.1460026268,10.0.0.2,973,0.0000008564,0.0760273
86.2080025332,10.0.0.2,934,0.0000008252,0.169869
86.2810030324,10.0.0.1,1142,0.0000009916,0.12367
86.3280028284,10.0.0.1,1057,0.0000009236,0.450673
86.3600028428,10.0.0.3,1063,0.0000009284,0.143314
86.367002418,10.0.0.2,886,0.0000007868,0.118887
86.469002634,10.0.0.1,976,0.0000008588,0.00915393
86.6680025452,10.0.0.1,939,0.0000008292,0.0679119
86.8860026628,10.0.0.3,988,0.0000008684,0.44051
86.9280027228,10.0.0.3,1013,0.0000008884,0.155394
86.95600255,10.0.0.1,941,0.0000008308,0.136393
87.228002862,10.0.0.2,1071,0.0000009348,0.0274584
87.3070031812,10.0.0.1,1204,0.0000010412,0.338883
87.469002898,10.0.0.3,1086,0.0000009468,0.237594
87.686002454,10.0.0.3,901,0.0000007988,0.0717833
87.7720027132,10.0.0.2,1009,0.0000008852,0.0237634
87.8670032172,10.0.0.3,1219,0.0000010532,6.43687e-05
88.2830031404,10.0.0.1,1187,0.0000010276,0.311967
88.3060027684,10.0.0.2,1032,0.0000009036,0.0442668
88.3640031716,10.0.0.2,1200,0.000001038,0.0173535
88.430003354,10.0.0.1,1276,0.0000010988,0.112475
88.5330025692,10.0.0.1,949,0.0000008372,0.069301
88.709002538,10.0.0.2,936,0.0000008268,0.181175
88.8610030564,10.0.0.1,1152,0.0000009996,0.0561295
89.1640024708,10.0.0.2,908,0.0000008044,0.135531
89.2460026724,10.0.0.1,992,0.0000008716,0.0434955
89.2630029796,10.0.0.1,1120,0.000000974,0.492214
89.437002586,10.0.0.1,956,0.0000008428,0.0165069
89.4370034532,10.0.0.3,975,0.000000858,0.0752877
89.5170027252,10.0.0.1,1014,0.0000008892,0.155322
89.560002466,10.0.0.1,906,0.0000008028,0.120048
89.5860028884,10.0.0.3,1082,0.0000009436,0.0549365
89.6140025044,10.0.0.1,922,0.0000008156,0.0794483
89.6150030924,10.0.0.2,1167,0.0000010116,0.452977
89.615003954,10.0.0.2,1042,0.0000009828,0.200407
89.732002694,10.0.0.3,1001,0.0000008788,0.0510417
89.7430031572,10.0.0.3,1194,0.0000010332,0.0444306
89.7910028188,10.0.0.1,1053,0.0000009204,0.189099
89.9980031788,10.0.0.3,1203,0.0000010404,0.217168
90.1020028524,10.0.0.3,1067,0.0000009316,0.499731
90.2270029796,10.0.0.2,1120,0.000000974,0.201023
90.3300029988,10.0.0.3,1128,0.0000009804,0.0439739
90.480002466,10.0.0.1,906,0.0000008028,0.0723154
90.7660026436,10.0.0.1,980,0.000000862,0.128704
91.0810030084,10.0.0.2,1132,0.0000009836,0.121062
91.1880024924,10.0.0.3,917,0.0000008116,0.125778
91.3650024276,10.0.0.2,890,0.00000079,0.00485028
91.3730027372,10.0.0.1,1019,0.0000008932,0.0107425
91.3780027876,10.0.0.1,1040,0.00000091,0.251905
91.55200237,10.0.0.1,866,0.0000007708,0.00647947
91.5730030516,10.0.0.3,1150,0.000000998,0.00439485
91.6380024684,10.0.0.2,907,0.0000008036,0.093804
91.6490028356,10.0.0.2,1060,0.000000926,0.092283
91.6520030396,10.0.0.1,1145,0.000000994,0.123559
91.6770026268,10.0.0.2,973,0.0000008564,0.0695916
91.6960026796,10.0.0.2,995,0.000000874,0.00360218
91.7810029028,10.0.0.2,1088,0.0000009484,0.118384
91.9990028956,10.0.0.2,1085,0.000000946,0.159029
92.070002754,10.0.0.3,1026,0.0000008988,0.163561
92.09000273,10.0.0.3,1016,0.0000008908,0.0690653
92.1560024804,10.0.0.2,912,0.0000008076,0.0294534
92.469002466,10.0.0.1,906,0.0000008028,0.0300144
92.4710028884,10.0.0.1,1082,0.0000009436,0.0120423
92.7780029364,10.0.0.3,1102,0.0000009596,0.00507842
92.8290026556,10.0.0.2,985,0.000000866,0.108832
93.1080025596,10.0.0.2,945,0.000000834,0.399785
93.35000297,10.0.0.2,1116,0.0000009708,0.0883383
93.6800028164,10.0.0.1,1052,0.0000009196,0.316245
93.9110030372,10.0.0.2,1144,0.0000009932,0.0765918
93.9600026316,10.0.0.2,975,0.000000858,0.322917
94.3130026196,10.0.0.3,970,0.000000854,0.244223
94.3770027924,10.0.0.2,1042,0.0000009116,0.0291801
94.4190023364,10.0.0.2,852,0.0000007596,0.00402419
94.8330029724,10.0.0.1,1117,0.0000009716,0.0781753
94.9280025884,10.0.0.2,957,0.0000008436,0.211201
94.9680026316,10.0.0.3,975,0.000000858,0.01473
95.181002658,10.0.0.3,986,0.0000008668,0.0255187
95.3510027924,10.0.0.2,1042,0.0000009116,0.10175
95.39000261,10.0.0.3,966,0.0000008508,0.250022
95.4600025836,10.0.0.1,955,0.000000842,0.174779
95.5880026148,10.0.0.2,968,0.0000008524,0.03264
95.6070024876,10.0.0.2,915,0.00000081,0.0119359
95.6130028812,10.0.0.3,1079,0.0000009412,0.205789
95.6530027972,10.0.0.2,1044,0.0000009132,0.0350994
95.8820028956,10.0.0.2,1085,0.000000946,0.0863487
95.9880030276,10.0.0.1,1140,0.00000099,0.0868287
96.1550026124,10.0.0.2,967,0.0000008516,0.0253095
96.3090025692,10.0.0.2,949,0.0000008372,0.101142
96.3470027444,10.0.0.1,1022,0.0000008956,0.0197079
96.4110026412,10.0.0.3,979,0.0000008612,0.0796628
96.4400026868,10.0.0.2,998,0.0000008764,0.108039
96.4870028212,10.0.0.2,1054,0.0000009212,0.0125998
96.7320029004,10.0.0.1,1087,0.0000009476,0.0055362
96.8840026172,10.0.0.1,969,0.0000008532,0.543611
96.90000243,10.0.0.2,891,0.0000007908,0.108891
97.0820027924,10.0.0.1,1042,0.0000009116,0.264573
97.4030026724,10.0.0.1,992,0.0000008716,0.428114
97.4520028812,10.0.0.2,1079,0.0000009412,0.393763
97.5150030708,10.0.0.1,1158,0.0000010044,0.480663
97.6270024996,10.0.0.3,920,0.000000814,0.154011
97.7350022908,10.0.0.1,833,0.0000007444,0.196512
97.8010029652,10.0.0.3,1114,0.0000009692,0.0951145
97.8060025092,10.0.0.1,924,0.0000008172,0.101196
97.840002466,10.0.0.3,906,0.0000008028,0.0507389
97.8660028716,10.0.0.1,1075,0.000000938,0.261457
97.8770027948,10.0.0.1,1043,0.0000009124,0.0583857
97.9590025932,10.0.0.1,959,0.0000008452,0.298024
97.9840029868,10.0.0.1,1123,0.0000009764,0.273498
98.0680026484,10.0.0.1,982,0.0000008636,0.117457
98.0750027084,10.0.0.2,1007,0.0000008836,0.160229
98.093002766,10.0.0.2,1031,0.0000009028,0.0886703
98.1300024108,10.0.0.1,883,0.0000007844,0.0921619
98.491003282,10.0.0.3,1246,0.0000010748,0.143187
98.6260029532,10.0.0.3,1109,0.0000009652,0.091798
98.9300026364,10.0.0.2,977,0.0000008596,0.00752939
98.9570026412,10.0.0.1,979,0.0000008612,0.237032
99.2630027084,10.0.0.3,1007,0.0000008836,0.202289
99.2910029124,10.0.0.2,1092,0.0000009516,0.129867
99.5630028812,10.0.0.2,1079,0.0000009412,0.11548
99.8030026148,10.0.0.2,968,0.0000008524,0.0420451
99.821002814,10.0.0.1,1051,0.0000009188,0.202905
99.8290030492,10.0.0.3,1149,0.0000009972,0.182991
100.1720029412,10.0.0.2,1104,0.0000009612,0.189666
100.232003042,10.0.0.3,1146,0.0000009948,0.0153251
100.2830024324,10.0.0.2,892,0.0000007916,0.0428702
100.450002754,10.0.0.3,1026,0.0000008988,0.0231547
100.4670026676,10.0.0.2,990,0.00000087,0.053461
100.5180023412,10.0.0.2,854,0.0000007612,0.131301
100.550003354,10.0.0.2,1276,0.0000010988,0.16126
100.7890028476,10.0.0.1,1065,0.00000093,0.6112
100.8240025572,10.0.0.1,944,0.0000008332,0.47417
100.8640030492,10.0.0.3,1149,0.0000009972,0.0127123
100.9200027828,10.0.0.3,1038,0.0000009084,0.0121192
101.0020027012,10.0.0.1,1004,0.0000008812,0.174377
101.0430025092,10.0.0.3,924,0.0000008172,0.00100496
101.1150026676,10.0.0.3,990,0.00000087,0.383723
101.320002898,10.0.0.1,1086,0.0000009468,0.00411978
101.3500031476,10.0.0.2,1190,0.00000103,0.0548898
101.663002706,10.0.0.1,1006,0.0000008828,0.0148582
101.7850026028,10.0.0.3,963,0.0000008484,0.13893
102.0600028332,10.0.0.3,1059,0.0000009252,0.0812152
102.2890025284,10.0.0.2,932,0.0000008236,0.0738996
102.4000024444,10.0.0.1,897,0.0000007956,0.184823
102.428003066,10.0.0.2,1156,0.0000010028,0.288928
102.459002526,10.0.0.2,931,0.0000008228,0.0632436
102.5600027396,10.0.0.2,1020,0.000000894,0.0232421
102.824002694,10.0.0.1,1001,0.0000008788,0.0259851
103.0240024948,10.0.0.2,918,0.0000008124,0.139294
103.1460028572,10.0.0.3,1069,0.0000009332,0.107668
103.1500023652,10.0.0.2,864,0.0000007692,0.181531
103.2500026532,10.0.0.3,984,0.0000008652,0.0364282
103.2630026628,10.0.0.1,988,0.0000008684,0.0960934
103.2930025476,10.0.0.2,940,0.00000083,0.0584969
103.3250027972,10.0.0.2,1044,0.0000009132,0.116356
103.3300029004,10.0.0.2,1087,0.0000009476,0.337753
103.3680026916,10.0.0.2,1000,0.000000878,0.270574
103.4650028404,10.0.0.1,1062,0.0000009276,0.141216
103.6170030636,10.0.0.2,1155,0.000001002,0.215484
103.732002766,10.0.0.3,1031,0.0000009028,0.0574811
103.786003078,10.0.0.1,1161,0.0000010068,0.00998381
103.8970024732,10.0.0.2,909,0.0000008052,0.0750709
104.0620031212,10.0.0.1,1179,0.0000010212,0.202762
104.0770028116,10.0.0.1,1050,0.000000918,0.0545009
104.2170024228,10.0.0.2,888,0.0000007884,0.13719
104.3250024972,10.0.0.1,919,0.0000008132,0.172351
104.3740029628,10.0.0.2,1113,0.0000009684,0.12255
104.389002526,10.0.0.1,931,0.0000008228,0.0722639
104.4060025716,10.0.0.2,950,0.000000838,0.476287
104.4510022908,10.0.0.2,833,0.0000007444,0.153718
104.526002766,10.0.0.2,1031,0.0000009028,0.0681419
104.8870028788,10.0.0.2,1078,0.0000009404,0.181614
105.0510029724,10.0.0.2,1117,0.0000009716,0.210308
105.0950026076,10.0.0.1,965,0.00000085,0.213721
105.1290026268,10.0.0.1,973,0.0000008564,0.0803986
105.1290034692,10.0.0.2,976,0.0000008588,0.0532399
105.4470028044,10.0.0.2,1047,0.0000009156,0.0783142
105.6800026652,10.0.0.3,989,0.0000008692,0.0665725
105.8020026316,10.0.0.3,975,0.000000858,0.0123785
105.9590026628,10.0.0.2,988,0.0000008684,0.0929255
106.010002982,10.0.0.3,1121,0.0000009748,0.0173871
106.083002898,10.0.0.2,1086,0.0000009468,0.133671
106.0970025092,10.0.0.1,924,0.0000008172,0.0227408
106.108002586,10.0.0.1,956,0.0000008428,0.440392
106.1240026124,10.0.0.1,967,0.0000008516,0.0857862
106.2760025164,10.0.0.1,927,0.0000008196,0.0591683
106.424002622,10.0.0.2,971,0.0000008548,0.0892799
106.5540028764,10.0.0.3,1077,0.0000009396,0.36349
106.58800279,10.0.0.2,1041,0.0000009108,0.0159671
106.7440026748,10.0.0.2,993,0.0000008724,0.122632
106.769003102,10.0.0.2,1171,0.0000010148,0.0491442
106.973002658,10.0.0.3,986,0.0000008668,0.566028
107.0250025404,10.0.0.1,937,0.0000008276,0.0785875
107.0810030804,10.0.0.3,1162,0.0000010076,0.00773386
107.16700255,10.0.0.3,941,0.0000008308,0.136501
107.3060028644,10.0.0.3,1072,0.0000009356,0.0312007
107.4970028332,10.0.0.1,1059,0.0000009252,0.0394171
107.583003186,10.0.0.1,1206,0.0000010428,0.140988
107.6330025236,10.0.0.1,930,0.000000822,0.115557
107.6850026292,10.0.0.2,974,0.0000008572,0.0483712
107.9100032964,10.0.0.1,1252,0.0000010796,0.132711
107.9410025668,10.0.0.3,948,0.0000008364,0.178845
108.0930029556,10.0.0.2,1110,0.000000966,0.493387
108.1300027804,10.0.0.2,1037,0.0000009076,0.225524
108.2470025476,10.0.0.3,940,0.00000083,0.185212
108.3170025596,10.0.0.1,945,0.000000834,0.171696
108.3450026436,10.0.0.2,980,0.000000862,0.150847
108.4530029772,10.0.0.2,1119,0.0000009732,0.152408
108.4640029484,10.0.0.2,1107,0.0000009636,0.0110819
108.60100279,10.0.0.2,1041,0.0000009108,0.358575
108.6740026484,10.0.0.2,982,0.0000008636,0.416015
108.7650027396,10.0.0.3,1020,0.000000894,0.073516
108.7660026436,10.0.0.3,980,0.000000862,0.196801
109.040002418,10.0.0.1,886,0.0000007868,0.068389
109.0510026484,10.0.0.1,982,0.0000008636,0.026406
109.0680026532,10.0.0.1,984,0.0000008652,0.0293765
109.07900285,10.0.0.2,1066,0.0000009308,0.0187392
109.2410027156,10.0.0.3,1010,0.000000886,0.0118683
109.2520030684,10.0.0.3,1157,0.0000010036,0.0161061
109.263002358,10.0.0.3,861,0.0000007668,0.185096
109.5960025116,10.0.0.2,925,0.000000818,0.0645177
109.705002754,10.0.0.1,1026,0.0000008988,0.0643596
109.7560029604,10.0.0.1,1112,0.0000009676,0.0309106
109.9530018492,10.0.0.3,649,0.0000005972,0.0137539
110.251003042,10.0.0.1,1146,0.0000009948,0.491286
110.4150028668,10.0.0.3,1073,0.0000009364,0.558427
110.746002682,10.0.0.2,996,0.0000008748,0.188448
110.7980022932,10.0.0.1,834,0.0000007452,0.229579
110.9010028308,10.0.0.1,1058,0.0000009244,0.00918031
110.9980028428,10.0.0.1,1063,0.0000009284,0.0214167
